code;orgTypeFormula;name;nameShorten;address_address_line;address_city;address_region;address_state;address_zipcode;address_district;address_cityName
FHHV;Поликлиника;Учреждение здравоохранения «Могилевская поликлиника № 10»;Могилевская поликлиника № 10;ул. Крупской, 176;г. Могилев;г. Могилев;Могилевская обл.;212008;Магілёўскі;Могилев
76FM;Поликлиника;Глусская районная поликлиника;Глусская районная поликлиника;ул. Семенова, 5а;г. Глуск;Могилевская обл.;Могилевская обл.;213879;Глускі;Глуск
LQ42;Больница;Сухопольская больница сестринского ухода;Сухопольская больница сестринского ухода;ул. Негириша, 5;д. Сухополь;Брестская обл.;Брестская обл.;225161;Пружанскі;Сухополь
1CMF;Диспансер;Филиал «Межрайонный наркологический диспансер»;Филиал «Межрайонный наркологический диспансер;ул. Рокоссовского, 8;г. Пинск;Брестская обл.;Брестская обл.;225710;Пінскі;Пинск
FIP4;Диспансер;Барановичский межрайонный наркологический диспансер;Барановичский межрайонный наркологический диспансер;ул. Парковая, 53;г. Барановичи;Брестская обл.;Брестская обл.;225320;Баранавіцкі;Барановичи
AU01;Поликлиника;Консультативная поликлиника;Консультативная поликлиника;п. Лесной, 40;п. Лесной;Минская обл.;Минская обл.;223040;Мінскі;0
KLDM;Больница;Бездежская участковая больница;Бездежская участковая больница;ул. Зеленая, 1;д. Бездеж;Брестская обл.;Брестская обл.;225848;Драгічынскі;Бездеж
6AH8;Больница;Радостовская участковая больница;Радостовская участковая больница;ул. Восточная, 8;д. Радостово;Брестская обл.;Брестская обл.;225844;Драгічынскі;Радостово
0TF2;Больница;Мотольская участковая больница;Мотольская участковая больница;ул. Братьев Миховичей, 40;д. Мотоль;Брестская обл.;Брестская обл.;225822;Іванаўскі;Мотоль
Q95E;Стоматологическая Поликлиника;Районная стоматологическая поликлиника;Районная стоматологическая поликлиника;пер. Больничный, 28;г.п. Уваровичи;Гомельская обл.;Гомельская обл.;247274;Буда-Кашалёўскі;Уваровичи
N94E;Стоматологическая Поликлиника;Открытое акционерное общество «Областная хозрасчетная стоматологическая поликлиника»;Открытое акционерное общество «Областная хозрасчетная стоматологическая поликлиника;б-р Ленина, 4;г. Могилев;г. Могилев;Могилевская обл.;212030;Магілёўскі;Могилев
040Q;Стоматологическая Поликлиника;Учреждение здравоохранения «Могилевская детская стоматологическая поликлиника»;Могилевская детская стоматологическая поликлиника;б-р Непокоренных, 33;г. Могилев;г. Могилев;Могилевская обл.;212027;Магілёўскі;Могилев
GMFI;Больница;Учреждение здравоохранения «Кобринская центральная районная больница»;Кобринская центральная районная больница;ул. Советская, 132;г. Кобрин;Брестская обл.;Брестская обл.;225304;Кобрынскі;Кобрин
IL2U;Больница;"Учреждение здравоохранения «Ивацевичская центральная районная больница""";Ивацевичская центральная районная больница;ул. Толочко, 10;г. Ивацевичи;Брестская обл.;Брестская обл.;225295;Івацэвіцкі;Ивацевичи
N8J6;Поликлиника;Поликлиника;Поликлиника;ул. Паскевича, 36;г. Добруш;Гомельская обл.;Гомельская обл.;247050;Добрушскі;Добруш
4U9T;Больница;Учреждение здравоохранения «Ветковская центральная районная больница»;Ветковская центральная районная больница;ул. Батракова, 36;г. Ветка;Гомельская обл.;Гомельская обл.;247131;Веткаўскі;Ветка
IVQP;Больница;Филиал «Городская больница № 2»;Филиал «Городская больница № 2;ул. Советская, 40;г. Пинск;Брестская обл.;Брестская обл.;225710;Пінскі;Пинск
5ULH;Поликлиника;Поликлиника;Поликлиника;ул. Матросова, 64;г. Ганцевичи;Брестская обл.;Брестская обл.;225440;Ганцавіцкі;Ганцевичи
KQUO;Поликлиника;Учреждение здравоохранения «6-я центральная районная клиническая поликлиника» Ленинского района г. Минска;6-я центральная районная клиническая поликлиника» Ленинского района г. Минска;ул. Ульяновская, 5;г. Минск;г. Минск;Минская обл.;220030;Мінскі;Минск
4OV6;Больница;"Учреждение здравоохранения «Березовская центральная районная больница им. Э.Э. Вержбицкого""";Березовская центральная районная больница;ул. Ленина, 1;г. Береза;Брестская обл.;Брестская обл.;225209;Бярозаўскі;Береза
2LO1;Поликлиника;Поликлиника;Поликлиника;ул. Ленина, 1;г. Береза;Брестская обл.;Брестская обл.;225209;Бярозаўскі;Береза
0JOQ;Больница;Учреждение здравоохранения «Буда-Кошелевская центральная районная больница»;Буда-Кошелевская центральная районная больница;ул. 50 лет Октября, 29;г. Буда-Кошелево;Гомельская обл.;Гомельская обл.;247350;Буда-Кашалёўскі;Буда-Кошелево
24DG;Больница;"Филиал «Белоозерская городская больница» учреждения здравоохранения «Березовская центральная районная больница им. Э.Э. Вержбицкого""";"Филиал «Белоозерская городская больница» учреждения здравоохранения «Березовская центральная районная больница им. Э.Э. Вержбицкого""";ул. Строителей, 17;г. Белоозерск;Брестская обл.;Брестская обл.;225215;Бярозаўскі;Белоозерск
D3M2;Больница;Учреждение здравоохранения «Брестская городская больница № 2»;Брестская городская больница № 2;ул. Школьная, 8;г. Брест;г. Брест;Брестская обл.;224014;Брэсцкі;Брест
T4EE;Больница;"Учреждение здравоохранения «Жабинковская центральная районная больница""";"Жабинковская центральная районная больница""";ул. Кирова, 126;г. Жабинка;Брестская обл.;Брестская обл.;225101;Жабінкаўскі;Жабинка
AJ1P;Больница;"Учреждение здравоохранения «Ивановская центральная районная больница""";"Ивановская центральная районная больница""";ул. Комарова, 4;г. Иваново;Брестская обл.;Брестская обл.;225792;Іванаўскі;Иваново
6J26;Больница;Учреждение здравоохранения «Столинская центральная районная больница»;Столинская центральная районная больница;ул. Дзержинского, 102;г. Столин;Брестская обл.;Брестская обл.;225510;Столінскі;Столин
GVJO;Больница;Учреждение здравоохранения «Ляховичская центральная районная больница»;Ляховичская центральная районная больница;пер. Пушкина, 7;г. Ляховичи;Брестская обл.;Брестская обл.;224142;Ляхавіцкі;Ляховичи
AE6G;Больница;Учреждение здравоохранения «Брагинская центральная районная больница»;Брагинская центральная районная больница;ул. Крылова, 7;г. Брагин;Гомельская обл.;Гомельская обл.;247632;Брагінскі;Брагин
P8FT;Больница;Учреждение здравоохранения «Добрушская центральная районная больница»;Добрушская центральная районная больница;ул. Чапаева, 3;г. Добруш;Гомельская обл.;Гомельская обл.;247052;Добрушскі;Добруш
DROL;Больница;Логишинская городская больница;Логишинская городская больница;ул. Дзержинского, 1;г.п. Логишин;Брестская обл.;Брестская обл.;225740;Пінскі;Логишин
JNM8;РНПЦ;Государственное учреждение «Республиканский научно-практический центр психического здоровья»;Республиканский научно-практический центр психического здоровья;Долгиновский тракт, 152;г. Минск;г. Минск;Минская обл.;220053;Мінскі;Минск
9MDE;РНПЦ;Государственное учреждение «Республиканский научно-практический центр пульмонологии и фтизиатрии»;Республиканский научно-практический центр пульмонологии и фтизиатрии;Долгиновский тракт, 157;г. Минск;г. Минск;Минская обл.;220053;Мінскі;Минск
FK7B;Поликлиника;Поликлиника № 3 учреждения здравоохранения «Молодечненская центральная районная больница»;Поликлиника № 3 учреждения здравоохранения «Молодечненская центральная районная больница;ул. Либаво-Роменская, 43;г. Молодечно;Минская обл.;Минская обл.;222310;Маладзечанскі;Молодечно
FIUP;Госпиталь;Протезно-ортопедический госпиталь;Протезно-ортопедический госпиталь;ул. Одоевского, 10а;г. Минск;г. Минск;Минская обл.;220073;Мінскі;Минск
EJCP;Поликлиника;Солигорская детская поликлиника;Солигорская детская поликлиника;ул. Коржа, 1;г. Солигорск;Минская обл.;Минская обл.;223710;Салігорскі;Солигорск
K2I4;Поликлиника;Поликлиника;Поликлиника;ул. Комарова, 4;г. Иваново;Брестская обл.;Брестская обл.;225792;Іванаўскі;Иваново
1D0J;Поликлиника;Районная поликлиника;Районная поликлиника;ул. Гомельская, 1;г.п. Корма;Гомельская обл.;Гомельская обл.;247173;Кармянскі;Корма
A5JU;Поликлиника;Поликлиника;Поликлиника;ул. Юношеская, 111;г. Костюковичи;Могилевская обл.;Могилевская обл.;213640;Касцюковіцкі;Костюковичи
AGOF;Стоматологическая Поликлиника;Стоматологическая регистратура;Стоматологическая регистратура;ул. Якубовского, 33;г. Минск;г. Минск;Минская обл.;220018;Мінскі;Минск
8AQB;Поликлиника;Центральная районная поликлиника;Центральная районная поликлиника;ул. Крылова, 7;г. Брагин;Гомельская обл.;Гомельская обл.;247632;Брагінскі;Брагин
5FLL;Поликлиника;Поликлиника;Поликлиника;ул. Лучниковская, 15;г. Давид-Городок;Брестская обл.;Брестская обл.;225540;Столінскі;Давид-Городок
MN0E;Поликлиника;Поликлиника;Поликлиника;ул. Мицкевича, 27;г. Пружаны;Брестская обл.;Брестская обл.;225131;Пружанскі;Пружаны
IMIS;Поликлиника;Поликлиника;Поликлиника;ул. М. Горького, 6;г. Докшицы;Витебская обл.;Витебская обл.;211720;Докшыцкі;Докшицы
353P;Больница;Филиал «Реабилитационный центр „Зеленый бор“ государственного учреждения „Республиканская больница спелеолечения“;Филиал «Реабилитационный центр „Зеленый бор“ государственного учреждения „Республиканская больница спелеолечения“;проезд Лесной, 3;г. Солигорск;Минская обл.;Минская обл.;223710;Салігорскі;Солигорск
7E1N;Поликлиника;Учреждение здравоохранения «Бобруйская городская поликлиника № 7»;Бобруйская городская поликлиника № 7;пр. Строителей, 37;г. Бобруйск;Могилевская обл.;Могилевская обл.;213807;Бабруйскі;Бобруйск
S38Q;Поликлиника;Поликлиника;Поликлиника;ул. Короткая, 28;г.п. Красносельский;Гродненская обл.;Гродненская обл.;231911;Ваўкавыскі;Красносельский
MKNM;Поликлиника;Поликлиника;Поликлиника;ул. Молодежная, 7;г.п. Первомайский;Гродненская обл.;Гродненская обл.;231301;Лідскі;Первомайский
3K8D;Поликлиника;Поликлиника;Поликлиника;ул. Медицинская, 5;г. Брест;г. Брест;Брестская обл.;224027;Брэсцкі;Брест
M4O2;Поликлиника;Государственное учреждение здравоохранения «Гомельская городская поликлиника № 1»;Гомельская городская поликлиника № 1;ул. Ильича, 286а;г. Гомель;г. Гомель;Гомельская обл.;246013;Гомельскі;Гомель
09GD;Ведомственное УЗ ВС КГБ МВД;Медицинская служба УО «Академия Министерства внутренних дел Республики Беларусь»;Медицинская служба УО «Академия Министерства внутренних дел Республики Беларусь;пр. Машерова, 6;г. Минск;г. Минск;Минская обл.;220005;Мінскі;Минск
EP9V;Поликлиника;Поликлиника;Поликлиника;ул. Сырокомли, 29;г. Несвиж;Минская обл.;Минская обл.;222603;Нясвіжскі;Несвиж
ISTH;Больница;Бобовнянская больница сестринского ухода;Бобовнянская больница сестринского ухода;0;д. Бобовня;Минская обл.;Минская обл.;223942;Капыльскі;Бобовня
1K2I;Поликлиника;Районная поликлиника;Районная поликлиника;б-р Надежд, 71;г. Сморгонь;Гродненская обл.;Гродненская обл.;231044;Смаргонскі;Сморгонь
R6GM;РНПЦ;Государственное учреждение «Республиканский научно-практический центр „Мать и дитя“»;Республиканский научно-практический центр „Мать и дитя“;ул. Орловская, 66;г. Минск;г. Минск;Минская обл.;220053;Мінскі;Минск
LJ16;Больница;Государственное учреждение здравоохранения «Гродненская областная клиническая больница медицинской реабилитации»;Гродненская областная клиническая больница медицинской реабилитации;ул. Коммунальная, 2;г. Гродно;г. Гродно;Гродненская обл.;230029;Гродзенскі;Гродно
RP6I;Поликлиника;Поликлиника;Поликлиника;ул. Советская, 96;г. Малорита;Брестская обл.;Брестская обл.;224822;Маларыцкі;Малорита
L459;Поликлиника;Государственное учреждение здравоохранения «Гродненская центральная городская поликлиника» Филиал городская ская поликлиника № 4 г. Гродно;Гродненская центральная городская поликлиника» Филиал городская ская поликлиника № 4 г. Гродно;ул. Обухова, 15/4;г. Гродно;г. Гродно;Гродненская обл.;230003;Гродзенскі;Гродно
I1RG;Ведомственное УЗ ВС КГБ МВД;Государственное учреждение «Центральная военно-врачебная комиссия Вооруженных Сил Республики Беларусь»;Центральная военно-врачебная комиссия Вооруженных Сил Республики Беларусь;ул. Куйбышева, 53;г. Минск;г. Минск;Минская обл.;220123;Мінскі;Минск
DBB0;Поликлиника;Поликлиника;Поликлиника;ул. 9 Мая, 40;г. Дрогичин;Брестская обл.;Брестская обл.;225612;Драгічынскі;Дрогичин
K6AO;Поликлиника;Поликлиника;Поликлиника;пер. Пушкина, 3а;г. Ляховичи;Брестская обл.;Брестская обл.;225372;Ляхавіцкі;Ляховичи
226G;Поликлиника;Поликлиника;Поликлиника;ул. Солнечная, 2а;г.п. Россь;Гродненская обл.;Гродненская обл.;231912;Ваўкавыскі;Россь
KONV;Поликлиника;Поликлиника;Поликлиника;ул. Октябрьская, 119;г. Наровля;Гомельская обл.;Гомельская обл.;247802;Нараўлянскі;Наровля
H5GO;Родильный дом;Учреждение здравоохранения «Витебский городской клинический родильный дом № 2»;Витебский городской клинический родильный дом № 2;пр. Победы, 34;г. Витебск;г. Витебск;Витебская обл.;210039;Віцебскі;Витебск
GBQE;Поликлиника;Филиал № 2 «Городская поликлиника № 2» ГУЗ «ВГЦП»;Филиал № 2 «Городская поликлиника № 2» ГВГЦП»;ул. М. Горького, 90а;г. Витебск;г. Витебск;Витебская обл.;210604;Віцебскі;Витебск
H81M;Больница;Эйсмонтовская больница сестринского ухода;Эйсмонтовская больница сестринского ухода;0;д. Большие Эйсмонты;Гродненская обл.;Гродненская обл.;231785;Бераставіцкі;Большие Эйсмонты
I95K;Центр гигиены и эпидемиологии;Государственное учреждение «Витебский зональный центр гигиены и эпидемиологии»;Витебский зональный центр гигиены и эпидемиологии;ул. Жесткова, 25;г. Витебск;г. Витебск;Витебская обл.;210015;Віцебскі;Витебск
MJJH;Больница;Пышнянская больница сестринского ухода;Пышнянская больница сестринского ухода;0;д. Пышно;Витебская обл.;Витебская обл.;211199;Лепельскі;Пышно
M814;Диспансер;Филиал УЗ «БЦБ» «Бобруйский наркологический диспансер»;Филиал БЦБ» «Бобруйский наркологический диспансер»;ул. Гагарина, 4;г. Бобруйск;Могилевская обл.;Могилевская обл.;213822;Бабруйскі;Бобруйск
HPR2;Больница;Крапивенская больница сестринского ухода;Крапивенская больница сестринского ухода;0;д. Крапивня;Могилевская обл.;Могилевская обл.;213640;Касцюковіцкі;Крапивня
KBG3;Поликлиника;Государственное учреждение здравоохранения «Витебская городская центральная поликлиника»;Витебская городская центральная поликлиника;ул. Терешковой, 30;г. Витебск;г. Витебск;Витебская обл.;210009;Віцебскі;Витебск
I6SB;Больница;Лунинецкая больница сестринского ухода;Лунинецкая больница сестринского ухода;пер. Гомельский, 3;г. Лунинец;Брестская обл.;Брестская обл.;225642;Лунінецкі;Лунинец
K7R1;Ведомственное УЗ ВС КГБ МВД;Военно-медицинская служба Управления КГБ по Брестской области;Военно-медицинская служба Управления КГБ по Брестской области;ул. Ленина, 7;г. Брест;г. Брест;Брестская обл.;224005;Брэсцкі;Брест
APTH;Ведомственное УЗ ВС КГБ МВД;Военно-медицинская служба управления КГБ по Гродненской области;Военно-медицинская служба управления КГБ по Гродненской области;ул. Тельмана, 10;г. Гродно;г. Гродно;Гродненская обл.;230023;Гродзенскі;Гродно
C7TL;Больница;Уделовская больница сестринского ухода с амбулаторией общей практики;Уделовская больница сестринского ухода с амбулаторией общей практики;0;д. Удело;Витебская обл.;Витебская обл.;211806;Глыбоцкі;Удело
M5UH;Ведомственное УЗ ВС КГБ МВД;Военно-медицинская служба Управления КГБ по Гомельской области;Военно-медицинская служба Управления КГБ по Гомельской области;ул. Пушкина, 22;г. Гомель;г. Гомель;Гомельская обл.;246050;Гомельскі;Гомель
GFPT;Ведомственное УЗ ВС КГБ МВД;Учреждение здравоохранения «Военно-медицинская служба Управления КГБ по Могилевской области»;Военно-медицинская служба Управления КГБ по Могилевской области;ул. Ленинская, 79;г. Могилев;г. Могилев;Могилевская обл.;212030;Магілёўскі;Могилев
S5NQ;Больница;Колодищанская больница сестринского ухода;Колодищанская больница сестринского ухода;0;п. Колодищи;Минская обл.;Минская обл.;223051;Мінскі;Колодищи
3MKJ;Поликлиника;Полоцкая городская поликлиника № 1;Полоцкая городская поликлиника № 1;ул. Школьная, 2;г. Полоцк;Витебская обл.;Витебская обл.;211400;Полацкі;Полоцк
5439;Ведомственное УЗ ВС КГБ МВД;Военно-медицинская служба Управления КГБ по Витебской области;Военно-медицинская служба Управления КГБ по Витебской области;ул. Советская, 18;г. Витебск;г. Витебск;Витебская обл.;210602;Віцебскі;Витебск
8VOO;Больница;Исернская больница сестринского ухода;Исернская больница сестринского ухода;ул. Первомайская,2;д. Исерно;Минская обл.;Минская обл.;223619;Слуцкі;Исерно
KAPL;Поликлиника;Филиал «Детская поликлиника»;Филиал «Детская поликлиника;ул. Ильина, 6;г. Пинск;Брестская обл.;Брестская обл.;225710;Пінскі;Пинск
DM0I;Поликлиника;Поликлиника;Поликлиника;ул. Великая, 46;г. Заславль;Минская обл.;Минская обл.;223036;Мінскі;Заславль
CPS3;Больница;Мурованоошмянковская больница сестринского ухода;Мурованоошмянковская больница сестринского ухода;0;д. Мур Ошмянка;Гродненская обл.;Гродненская обл.;231106;Ашмянскі;Мур Ошмянка
94CV;Поликлиника;Филиал — Городская поликлиника № 1 УЗ «Пинская центральная поликлиника»;Филиал — Городская поликлиника № 1 Пинская центральная поликлиника;ул. Первомайская, 191;г. Пинск;Брестская обл.;Брестская обл.;225710;Пінскі;Пинск
FU5T;Больница;Лукская больница сестринского ухода;Лукская больница сестринского ухода;0;д. Луки;Гродненская обл.;Гродненская обл.;231000;Карэліцкі;Луки
JCF1;Больница;Учреждение здравоохранения «Городская клиническая больница № 3 г. Гродно»;Городская клиническая больница № 3 г. Гродно;б-р Ленинского Комсомола, 59;г. Гродно;г. Гродно;Гродненская обл.;230030;Гродзенскі;Гродно
96JK;Стоматологическая Поликлиника;Стоматологическая поликлиника;Стоматологическая поликлиника;ул. Дмитриева, 10;г. Осиповичи;Могилевская обл.;Могилевская обл.;213763;Асіповіцкі;Осиповичи
4O6N;Больница;Филиал «Могилевская больница сестринского ухода» УЗ «Могилевская инфекционная больница»;Филиал «Могилевская больница сестринского ухода» Могилевская инфекционная больница»;ул. Первомайская, 150б;г. Могилев;г. Могилев;Могилевская обл.;212016;Магілёўскі;Могилев
J7JM;Больница;Учреждение здравоохранения «Осиповичская центральная районная больница»;Осиповичская центральная районная больница;ул. Октябрьская, 2;г. Осиповичи;Могилевская обл.;Могилевская обл.;213760;Асіповіцкі;Осиповичи
GU6C;Стоматологическая Поликлиника;Стоматологическая поликлиника УЗ «Осиповичская ЦРБ»;Стоматологическая поликлиника Осиповичская ЦРБ;ул. Дмитриева, 10;г. Осиповичи;Могилевская обл.;Могилевская обл.;213763;Асіповіцкі;Осиповичи
CSK6;Поликлиника;Государственное учреждение здравоохранения «Гродненская центральная городская поликлиника» Филиал городская ская поликлиника № 4 г. Гродно;Гродненская центральная городская поликлиника» Филиал городская ская поликлиника № 4 г. Гродно;ул. Лиможа, 25;г. Гродно;г. Гродно;Гродненская обл.;230021;Гродзенскі;Гродно
RED2;Больница;Филиал «Бобруйская больница сестринского ухода» УЗ «Бобруйская городская больница скорой медицинской помощи»;Филиал «Бобруйская больница сестринского ухода» Бобруйская городская больница скорой медицинской помощи»;ул. Пролетарская, 50;г. Бобруйск;Могилевская обл.;Могилевская обл.;213815;Бабруйскі;Бобруйск
3R14;Стоматологическая Поликлиника;Стоматологическая поликлиника;Стоматологическая поликлиника;улица Строителей, 6;г. Ошмяны;Гродненская обл.;Гродненская обл.;231103;Ашмянскі;Ошмяны
5L5U;Поликлиника;Учреждение здравоохранения «38-я городская поликлиника»;38-я городская поликлиника;ул. Воронянского, 50/1;г. Минск;г. Минск;Минская обл.;220007;Мінскі;Минск
MDCU;Больница;Учреждение здравоохранения «Глубокская центральная районная больница»;Глубокская центральная районная больница;ул. Советская, 240-А;г. Глубокое;Витебская обл.;Витебская обл.;211793;Глыбоцкі;Глубокое
NQ7E;Больница;Поречская больница сестринского ухода;Поречская больница сестринского ухода;ул. Центральная, 217;д. Поречье;Брестская обл.;Брестская обл.;225755;Пінскі;Поречье
QRFD;Больница;Мотольская больница сестринского ухода;Мотольская больница сестринского ухода;ул. Братьев Миховичей, 40;д. Мотоль;Брестская обл.;Брестская обл.;225822;Іванаўскі;Мотоль
JRH3;Поликлиника;Поликлиника филиала № 1 «Атолинская больница» УЗ «МЦРБ»;Поликлиника филиала № 1 «Атолинская больница» МЦРБ»;ул. Я. Купалы, 7;д. Сеница;Минская обл.;Минская обл.;223056;Мінскі;Сеница
B7DN;Поликлиника;Дерматовенерологическое отделение (поликлиника);Дерматовенерологическое отделение (поликлиника);ул. Гагарина, 20;г. Бобруйск;Могилевская обл.;Могилевская обл.;213810;Бабруйскі;Бобруйск
C0TT;Поликлиника;Поликлиника;Поликлиника;ул. М. Горького, 77;г. Гродно;г. Гродно;Гродненская обл.;230009;Гродзенскі;Гродно
PFU1;Больница;Обособленный филиал «Больница сестринского ухода»;Обособленный филиал «Больница сестринского ухода;ул. Куприянова, 14;г. Жодино;Минская обл.;Минская обл.;222160;Смалявіцкі;Жодино
Q3AK;Поликлиника;Полоцкая центральная городская поликлиника № 2;Полоцкая центральная городская поликлиника № 2;ул. Гагарина, 243;г. Полоцк;Витебская обл.;Витебская обл.;211405;Полацкі;Полоцк
RR2O;Поликлиника;Оршанская городская поликлиника № 2;Оршанская городская поликлиника № 2;ул. Новаторов, 3а;г. Орша;Витебская обл.;Витебская обл.;211382;Аршанскі;Орша
OTU4;Поликлиника;Оршанская городская поликлиника № 4;Оршанская городская поликлиника № 4;ул. Корбана, 1;г. Барань;Витебская обл.;Витебская обл.;211011;Аршанскі;Барань
K88T;Поликлиника;Детская поликлиника № 2 Учреждение здравоохранения «Оршанская центральная поликлиника»;Детская поликлиника № 2 Оршанская центральная поликлиника;ул. Новаторов, 3а;г. Орша;Витебская обл.;Витебская обл.;211382;Аршанскі;Орша
4P92;Поликлиника;УЗ «Оршанская центральная поликлиника» Городская больница № 1 им.Семашко;Оршанская центральная поликлиника» Городская больница № 1 им.Семашко;ул. Комсомольская, 2;г. Орша;Витебская обл.;Витебская обл.;211391;Аршанскі;Орша
N98O;Стоматологическая Поликлиника;Учреждение здравоохранения «Оршанская стоматологическая поликлиника»;Оршанская стоматологическая поликлиника;ул. Т.Шевченко, 36а;г. Орша;Витебская обл.;Витебская обл.;211391;Аршанскі;Орша
FR7E;Больница;Бережновская больница сестринского ухода;Бережновская больница сестринского ухода;ул. Ленина, 34а;д. Бережное;Брестская обл.;Брестская обл.;225532;Столінскі;Бережное
KNML;Больница;Филиал «Кардиологическая больница» УЗ « Могилевский областной лечебно-диагностический центр»;Филиал «Кардиологическая больница»  Могилевский областной лечебно-диагностический центр»;ул. Белинского, 22а;г. Могилев;г. Могилев;Могилевская обл.;212001;Магілёўскі;Могилев
3VOQ;Поликлиника;Поликлиника;Поликлиника;ул. Интернациональная, 125;г. Мозырь;Гомельская обл.;Гомельская обл.;247760;Мазырскі;Мозырь
PE1O;Поликлиника;Филиал № 1 УЗ «Брестская центральная поликлиника»;Филиал № 1 Брестская центральная поликлиника;ул. К. Маркса, 31;г. Брест;г. Брест;Брестская обл.;224005;Брэсцкі;Брест
K742;Поликлиника;Филиал № 4 ГУЗ «Гомельская центральная городская детская клиническая поликлиника»;Филиал № 4 Гомельская центральная городская детская клиническая поликлиника;ул. Богданова, 12/3;г. Гомель;г. Гомель;Гомельская обл.;246018;Гомельскі;Гомель
GEEE;Поликлиника;Филиал № 8 Государственного учреждения здравоохранения «Гомельская центральная городская поликлиника»;Филиал № 8 Государственного учреждения здравоохранения «Гомельская центральная городская поликлиника;ул. Богданова, 12, корп. 2;г. Гомель;г. Гомель;Гомельская обл.;246031;Гомельскі;Гомель
32A8;Больница;Учреждение здравоохранения «Гомельская городская клиническая больница № 2»;Гомельская городская клиническая больница № 2;ул. Медицинская, 7;г. Гомель;г. Гомель;Гомельская обл.;246027;Гомельскі;Гомель
8GQI;Диспансер;Речицкий психонаркологический диспансер;Речицкий психонаркологический диспансер;ул. Трифонова, 117;г. Речица;Гомельская обл.;Гомельская обл.;247500;Рэчыцкі;Речица
F2N2;Больница;Сосновская № 2 участковая больница;Сосновская № 2 участковая больница;ул. Первомайская, 8а;д. Сосны-2;Минская обл.;Минская обл.;223822;Любанскі;Сосны-2
O1K1;Поликлиника;Коммунальное унитарное предприятие «Мозырская городская поликлиника № 4»;Коммунальное унитарное предприятие «Мозырская городская поликлиника № 4;ул. Котловца, 14;г. Мозырь;Гомельская обл.;Гомельская обл.;247760;Мазырскі;Мозырь
JQGR;Больница;Учреждение здравоохранения «Городищенская больница сестринского ухода»;Городищенская больница сестринского ухода;0;д. Городище;Могилевская обл.;Могилевская обл.;213153;Магілёўскі;Городище
GRNR;Больница;Задорьевская больница сестринского ухода;Задорьевская больница сестринского ухода;0;п. Задорье;Минская обл.;Минская обл.;223145;Лагойскі;Задорье
23VA;Больница;Ижская больница сестринского ухода;Ижская больница сестринского ухода;0;агр. Ижа;Минская обл.;Минская обл.;222454;Вілейскі;Ижа
0RJH;Больница;Костеневичская больница сестринского ухода;Костеневичская больница сестринского ухода;0;д. Костеневичи;Минская обл.;Минская обл.;222420;Вілейскі;Костеневичи
U472;Поликлиника;Поликлиника;Поликлиника;ул. Советская, 50;г. Копыль;Минская обл.;Минская обл.;223927;Капыльскі;Копыль
CMRS;Поликлиника;Учреждение здравоохранения «10-я городская поликлиника»;10-я городская поликлиника;ул. Сухаревская, 19;г. Минск;г. Минск;Минская обл.;220019;Мінскі;Минск
CUF7;Поликлиника;Консультативная поликлиника;Консультативная поликлиника;ул. Ильича, 290;г. Гомель;г. Гомель;Гомельская обл.;246040;Гомельскі;Гомель
BOKJ;Больница;Глинищанская больница сестринского ухода;Глинищанская больница сестринского ухода;у. Строительная, 1;д. Глинище;Гомельская обл.;Гомельская обл.;247607;Хойніцкі;Глинище
JT69;Ведомственное УЗ ВС КГБ МВД;Медицинская служба командования Военно-воздушных сил и войск противовоздушной обороны Вооруженных Сил Республики Беларусь;Медицинская служба командования Военно-воздушных сил и войск противовоздушной обороны Вооруженных Сил Республики Беларусь;ул. Белинcкого, 11;г. Минск;г. Минск;Минская обл.;220113;Мінскі;Минск
5QAD;Ведомственное УЗ ВС КГБ МВД;Государственное учреждение «223 центр авиационнной медицины Военно-воздушных сил и войск противовоздушной обороны Вооруженных сил Республики Беларусь»;223 центр авиационнной медицины Военно-воздушных сил и войск противовоздушной обороны Вооруженных сил Республики Беларусь;ул. Молодежная, 24;г.п. Мачулищи;Минская обл.;Минская обл.;223012;Мінскі;Мачулищи
